family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
captains-subagents,duration_ms,float,,explicit,float,✅ aligned (explicit),src/personal_agent/ui/cli.py:217 | src/personal_agent/ui/cli.py:223 | src/personal_agent/second_brain/consolidator.py:516 | src/personal_agent/second_brain/consolidator.py:575 | src/personal_agent/orchestrator/executor.py:2718 | src/personal_agent/service/app.py:1703,expansion_decomposition.ndjson:Sub-agent duration distribution | request_latency.ndjson:Avg duration by phase | request_timing.ndjson:Avg Duration by Phase | request_timing.ndjson:Request Phase Details | request_traces.ndjson:Phase Averages | request_traces.ndjson:Single Trace Waterfall | request_traces.ndjson:Trace Detail Table
captains-subagents,entry_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/captains_log/recall.py:253 | src/personal_agent/captains_log/manager.py:408 | src/personal_agent/captains_log/promotion.py:321 | src/personal_agent/captains_log/promotion.py:328 | src/personal_agent/captains_log/promotion.py:380 | src/personal_agent/captains_log/AGENTS.md:393,
captains-subagents,error,text,,explicit,text,✅ aligned (explicit),src/personal_agent/service/app.py:1121 | src/personal_agent/events/redis_backend.py:211 | src/personal_agent/llm_client/types.py:98 | src/personal_agent/llm_client/adapters.py:56 | src/personal_agent/captains_log/reflection.py:99 | src/personal_agent/captains_log/reflection.py:122,
captains-subagents,full_output,text,,explicit,text,✅ aligned (explicit),src/personal_agent/observability/route_trace/assembler.py:131 | src/personal_agent/orchestrator/sub_agent.py:153 | src/personal_agent/orchestrator/sub_agent.py:274 | src/personal_agent/orchestrator/sub_agent.py:289 | src/personal_agent/orchestrator/sub_agent.py:306 | src/personal_agent/orchestrator/sub_agent.py:323,
captains-subagents,full_output_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:154 | src/personal_agent/orchestrator/sub_agent.py:346,
captains-subagents,injected_digest,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:155,
captains-subagents,input_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/llm_client/adapters.py:319 | src/personal_agent/llm_client/adapters.py:328 | src/personal_agent/llm_client/telemetry.py:137 | src/personal_agent/gateway/chat_api.py:257 | src/personal_agent/gateway/chat_api.py:301 | src/personal_agent/captains_log/capture.py:69,llm_performance.ndjson:Avg Prompt Tokens by Model Role | llm_performance.ndjson:Prompt Token Percentiles by Role | llm_performance.ndjson:Token Usage Over Time | prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown
captains-subagents,max_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/litellm_client.py:402 | src/personal_agent/llm_client/litellm_client.py:499 | src/personal_agent/llm_client/adapters.py:522 | src/personal_agent/llm_client/adapters.py:617 | src/personal_agent/llm_client/client.py:313 | src/personal_agent/second_brain/session_summary.py:176,
captains-subagents,memory_context_used,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:1494,
captains-subagents,memory_conversations_found,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:1495,
captains-subagents,memory_in_context,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:119,
captains-subagents,metrics_structured,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/captains_log/manager.py:41 | src/personal_agent/captains_log/backfill.py:62 | src/personal_agent/captains_log/AGENTS.md:406 | src/personal_agent/events/pipeline_handlers.py:315 | src/personal_agent/events/pipeline_handlers.py:505 | src/personal_agent/events/pipeline_handlers.py:621,
captains-subagents,metrics_structured.name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:159 | src/personal_agent/ui/memory_cli.py:160 | src/personal_agent/ui/memory_cli.py:175 | src/personal_agent/second_brain/entity_extraction.py:75 | src/personal_agent/second_brain/entity_extraction.py:76 | src/personal_agent/second_brain/entity_extraction.py:77,request_traces.ndjson:Single Trace Waterfall | request_traces.ndjson:Trace Detail Table
captains-subagents,metrics_structured.unit,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/captains_log/AGENTS.md:407 | src/personal_agent/captains_log/AGENTS.md:408 | src/personal_agent/captains_log/AGENTS.md:409 | src/personal_agent/captains_log/AGENTS.md:410 | src/personal_agent/captains_log/AGENTS.md:411 | src/personal_agent/captains_log/models.py:77,
captains-subagents,metrics_structured.value,float,,explicit,float,✅ aligned (explicit),src/personal_agent/second_brain/quality_monitor.py:465 | src/personal_agent/second_brain/quality_monitor.py:480 | src/personal_agent/llm_client/tool_call_parser.py:13 | src/personal_agent/llm_client/tool_call_parser.py:378 | src/personal_agent/llm_client/dspy_adapter.py:19 | src/personal_agent/llm_client/dspy_adapter.py:91,
captains-subagents,mode,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/ui/service_cli.py:80 | src/personal_agent/gateway/session_api.py:443 | src/personal_agent/telemetry/protocols.py:122 | src/personal_agent/orchestrator/prompts.py:86 | src/personal_agent/orchestrator/expansion_controller.py:69 | src/personal_agent/orchestrator/expansion_controller.py:565,
captains-subagents,model_role,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/events/request_completed_handlers.py:68 | src/personal_agent/service/app.py:113 | src/personal_agent/service/app.py:332 | src/personal_agent/service/repositories/session_repository.py:17 | src/personal_agent/orchestrator/executor.py:2716 | src/personal_agent/orchestrator/executor.py:3426,
captains-subagents,outcome,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/consolidator.py:517 | src/personal_agent/second_brain/consolidator.py:576 | src/personal_agent/observability/joinability/status.py:92 | src/personal_agent/observability/joinability/status.py:108 | src/personal_agent/second_brain/attempts.py:67 | src/personal_agent/second_brain/attempts.py:116,
captains-subagents,output_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/gateway/chat_api.py:258 | src/personal_agent/gateway/chat_api.py:302 | src/personal_agent/captains_log/capture.py:72 | src/personal_agent/telemetry/events.py:71 | src/personal_agent/llm_client/telemetry.py:138 | src/personal_agent/llm_client/adapters.py:320,llm_performance.ndjson:Token Usage Over Time
captains-subagents,proposed_change,,,explicit,,ℹ️ container/structural,src/personal_agent/telemetry/queries.py:897 | src/personal_agent/captains_log/recall.py:114 | src/personal_agent/captains_log/reflection.py:205 | src/personal_agent/captains_log/reflection.py:478 | src/personal_agent/captains_log/promotion.py:208 | src/personal_agent/captains_log/manager.py:367,
captains-subagents,proposed_change.how,text,,explicit,text,✅ aligned (explicit),src/personal_agent/brainstem/optimizer.py:324 | src/personal_agent/captains_log/reflection.py:208 | src/personal_agent/captains_log/reflection.py:556 | src/personal_agent/events/pipeline_handlers.py:486 | src/personal_agent/events/pipeline_handlers.py:603 | src/personal_agent/events/pipeline_handlers.py:734,
captains-subagents,proposed_change.what,text,,explicit,text,✅ aligned (explicit),src/personal_agent/telemetry/queries.py:898 | src/personal_agent/captains_log/recall.py:123 | src/personal_agent/captains_log/reflection.py:206 | src/personal_agent/captains_log/reflection.py:551 | src/personal_agent/captains_log/reflection.py:554 | src/personal_agent/brainstem/optimizer.py:322,
captains-subagents,proposed_change.why,text,,explicit,text,✅ aligned (explicit),src/personal_agent/brainstem/optimizer.py:323 | src/personal_agent/captains_log/reflection.py:207 | src/personal_agent/captains_log/reflection.py:555 | src/personal_agent/events/pipeline_handlers.py:481 | src/personal_agent/events/pipeline_handlers.py:598 | src/personal_agent/events/pipeline_handlers.py:730,
captains-subagents,rationale,text,,explicit,text,✅ aligned (explicit),src/personal_agent/captains_log/recall.py:62 | src/personal_agent/captains_log/recall.py:122 | src/personal_agent/captains_log/reflection.py:204 | src/personal_agent/captains_log/reflection.py:485 | src/personal_agent/captains_log/AGENTS.md:396 | src/personal_agent/captains_log/reflection_dspy.py:447,
captains-subagents,session_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/service_cli.py:84 | src/personal_agent/ui/service_cli.py:116 | src/personal_agent/ui/service_cli.py:125 | src/personal_agent/ui/memory_cli.py:95 | src/personal_agent/ui/memory_cli.py:226 | src/personal_agent/ui/service_client.py:55,
captains-subagents,skill_index_block_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:115,
captains-subagents,spec_task,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:147 | src/personal_agent/orchestrator/sub_agent.py:272 | src/personal_agent/orchestrator/sub_agent.py:287 | src/personal_agent/orchestrator/sub_agent.py:304 | src/personal_agent/orchestrator/sub_agent.py:321,
captains-subagents,status,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/service/app.py:1128 | src/personal_agent/service/app.py:1180 | src/personal_agent/service/app.py:1881 | src/personal_agent/service/app.py:1906 | src/personal_agent/service/app.py:1932 | src/personal_agent/service/app.py:1983,
captains-subagents,success,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/attempts.py:37 | src/personal_agent/second_brain/consolidator.py:637 | src/personal_agent/mcp/types.py:136 | src/personal_agent/telemetry/queries.py:447 | src/personal_agent/orchestrator/tool_result_digest.py:208 | src/personal_agent/orchestrator/tool_result_digest.py:469,delegation_outcomes.ndjson:Delegation success rate | expansion_decomposition.ndjson:Sub-agent success rate
captains-subagents,supporting_metrics,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/captains_log/reflection.py:212 | src/personal_agent/captains_log/AGENTS.md:398 | src/personal_agent/brainstem/optimizer.py:326 | src/personal_agent/events/pipeline_handlers.py:499 | src/personal_agent/events/pipeline_handlers.py:616 | src/personal_agent/events/pipeline_handlers.py:747,
captains-subagents,system_prompt_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:114,
captains-subagents,task_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/telemetry/es_logger.py:24 | src/personal_agent/gateway/sub_agent_capture_api.py:172 | src/personal_agent/gateway/sub_agent_capture_api.py:210 | src/personal_agent/gateway/sub_agent_capture_api.py:241 | src/personal_agent/tools/artifact_tools.py:1517 | src/personal_agent/observability/route_trace/assembler.py:125,
captains-subagents,telemetry_refs,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/captains_log/es_indexer.py:127 | src/personal_agent/events/pipeline_handlers.py:509 | src/personal_agent/events/pipeline_handlers.py:628 | src/personal_agent/events/pipeline_handlers.py:756 | src/personal_agent/events/pipeline_handlers.py:882 | src/personal_agent/captains_log/reflection.py:493,
captains-subagents,telemetry_refs.metric_name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/events/pipeline_handlers.py:510 | src/personal_agent/events/pipeline_handlers.py:629 | src/personal_agent/events/pipeline_handlers.py:756 | src/personal_agent/events/pipeline_handlers.py:882 | src/personal_agent/brainstem/jobs/freshness_review.py:170 | src/personal_agent/brainstem/jobs/freshness_review.py:235,
captains-subagents,telemetry_refs.trace_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:87 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/service_cli.py:128 | src/personal_agent/service/app.py:108 | src/personal_agent/service/app.py:215,request_latency.ndjson:Latency by trace | request_traces.ndjson:Request Overview
captains-subagents,telemetry_refs.value,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/quality_monitor.py:465 | src/personal_agent/second_brain/quality_monitor.py:480 | src/personal_agent/telemetry/queries.py:137 | src/personal_agent/telemetry/queries.py:378 | src/personal_agent/telemetry/queries.py:398 | src/personal_agent/telemetry/queries.py:401,
captains-subagents,timestamp,date,,explicit,date,✅ aligned (explicit),src/personal_agent/ui/cli.py:84 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:153 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/memory_cli.py:94 | src/personal_agent/events/request_completed_handlers.py:64,insights_engine.ndjson:Confidence trend | insights_engine.ndjson:Weekly proposals created | reflection_insights.ndjson:Reflection metrics trending | reflection_insights.ndjson:Proposed changes over time
captains-subagents,title,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/pipeline_handlers.py:236 | src/personal_agent/service/artifacts_router.py:119 | src/personal_agent/gateway/session_api.py:448 | src/personal_agent/captains_log/manager.py:479 | src/personal_agent/captains_log/feedback.py:163 | src/personal_agent/captains_log/feedback.py:405,insights_engine.ndjson:Anomalies
